CDS_Id,Name,n,mean_z,std_z,skew_z,excess_kurtosis_z,KS_stat,KS_p,JB_stat,JB_p,exceed_abs_z_gt_2,exceed_abs_z_gt_3,c,chi,n_train,n_oot,KS_stat_diag,KS_p_diag
135,ING Bank,436,0.01935475408946279,0.9301195892433942,0.21195595814725052,-0.2887615622820423,0.13948800599383626,7.304436549913694e-08,4.86831859379577,0.08767142171065859,0.01834862385321101,0.0022935779816513763,1.0903690536440718,0.05408851822407672,1744.0,436.0,0.14567634953887365,1.5405287264231015e-08
141,Investor,434,-0.031138209113822365,1.781880177390447,0.6552650115646128,4.971203054029541,0.323091178721972,8.077777465663777e-41,465.08138663800884,1.0206105977066552e-101,0.2557603686635945,0.055299539170506916,1.5553275394687154,0.007578554689655605,1732.0,434.0,0.33224229718545906,3.363473737500315e-43
143,ISS International,436,-0.5901715811417916,12.715885356001435,-20.32194828000825,420.7155396064856,0.4672579120337009,9.042801290729974e-88,3172030.5745181614,0.0,0.01834862385321101,0.01834862385321101,2.7318742126613724,0.00526846667598962,1743.0,436.0,0.5050732442015665,1.59736981700675e-103
144,Kelda Group,433,0.12242728251143165,4.661105867149541,10.987459145090844,176.40477474715735,0.3599721833013714,9.430236670152213e-51,557147.3124894227,0.0,0.11778290993071594,0.08083140877598152,2.3852583962989558,0.008606501592294898,1732.0,433.0,0.37492530591653783,3.633348644467402e-55
145,Kingfisher,437,0.002314918058579182,0.8985882962897197,0.23429786858276172,0.7631569864233683,0.2167494980434973,1.6718461692879345e-18,13.96202136407707,0.0009293634374492593,0.032036613272311214,0.002288329519450801,1.2895948644603192,0.03545810361273353,1746.0,437.0,0.21551037041167753,2.6987120450039804e-18
147,KPN,433,-0.020499348380979207,0.8787119231820227,0.11547805610020878,1.1762805719405502,0.15584170146429766,1.1917948385594167e-09,24.770862545897277,4.179030513288255e-06,0.020785219399538105,0.006928406466512702,1.4670404958402352,0.040005032536861634,1732.0,433.0,0.1452604493272449,1.9465909020497772e-08
148,Lafarge,433,-0.017651965170946585,0.8737750454655508,0.18614780472396442,1.673864561650399,0.20253289099250404,4.770230011062848e-16,51.053978834470925,8.199159907304439e-12,0.02771362586605081,0.009237875288683603,1.3199322519756072,0.0486293510823135,1732.0,433.0,0.19221758410973067,1.7364856866673688e-14
153,Linde,433,-1.2720826006995867e-05,0.7529897463407276,0.14488074858629543,0.34776844397958717,0.20503220943727374,1.9389682784789795e-16,3.468354029632854,0.17654543479228088,0.006928406466512702,0.0,0.8080257507656549,0.06312447456381302,1732.0,433.0,0.17905633193995207,1.286449280805657e-12
154,Lloyds TSB Group,433,0.05208074152575126,1.171184638612579,0.956772678436475,4.469803416910637,0.13096493972980505,6.175375181264674e-07,415.6113943551173,5.638095239070786e-91,0.06928406466512702,0.013856812933025405,1.6276105119833708,0.05107360074465168,1731.0,433.0,0.15010470610973814,5.5550031523451126e-09
156,Lufthansa,433,-0.03214024164312068,1.1170276428636667,0.15642895681196367,-0.5169800655604395,0.13845963090342422,1.0548592990067831e-07,6.72367204360778,0.034671542762001455,0.057736720554272515,0.0023094688221709007,0.9437210774558892,0.029875409572268266,1732.0,433.0,0.12131727281174276,5.1878464419695045e-06
157,LVMH,433,-0.029732628812014737,0.6834049462488564,0.19485785216285154,-0.5886823363840095,0.18449455054111763,2.2561705933418956e-13,9.124082606093,0.010440724493080408,0.0,0.0,0.7045297317096374,0.10600851311004189,1732.0,433.0,0.15239480831150087,3.0262251610477526e-09
159,Marks & Spencer,433,0.0044073294001736145,0.9032535121296938,0.40429524068469785,0.6613800799918037,0.15644282506636076,1.0108310078973965e-09,19.10285502991451,7.109969471132067e-05,0.03002309468822171,0.006928406466512702,1.366995865240849,0.040036702001114324,1732.0,433.0,0.15721148107539862,8.181125833947788e-10
162,Metro,433,-0.010217394377662262,0.8875204606094521,0.30764942075216756,0.2063007812189288,0.13043574862996454,6.969768913692175e-07,7.435154344495128,0.024292753760856083,0.025404157043879907,0.0,1.296410825652932,0.045405075518923206,1732.0,433.0,0.1243772466449038,2.688796748223208e-06
164,Michelin,433,-0.012191906592644085,0.8037355383109407,0.2119499552201241,0.10740975920343843,0.18625264449554157,1.2705230165762902e-13,3.3733475135974853,0.18513430269008055,0.013856812933025405,0.0,1.2247618993951583,0.05526039222822782,1732.0,433.0,0.17523019733078138,4.240107988400937e-12
165,O2,433,-0.06375912350903015,2.386210622314099,0.2166039553986035,1.5970262662371848,0.2344110854503464,2.0740297569094233e-21,47.540331271634386,4.750597440655097e-11,0.2956120092378753,0.2956120092378753,0.8470504384371733,0.0019843816128318993,1732.0,433.0,0.23719725682670623,6.445599190421328e-22
169,Munich Re,434,0.02371905177179055,1.0058792582922578,0.42032149152410536,1.3970252848670857,0.15661657338250068,9.173397050411233e-10,46.492357617124604,8.0225571233743e-11,0.041474654377880185,0.004608294930875576,1.545508773900751,0.06032989509440808,1735.0,434.0,0.16607721832906203,6.249979550847713e-11
