CDS_Id,n,mean,std,min,p01,p05,p95,p99,max,skew,excess_kurtosis,Name
156.0,2165.0,0.0009716482798269546,0.03509092913765824,-0.19047619047619047,-0.08889306219161319,-0.05014423229424856,0.057474835397835024,0.1061960784313727,0.29032258064516125,0.7976327801613321,7.17947766327134,Lufthansa
157.0,2165.0,0.0006638525622486005,0.03747720229480675,-0.16666666666666663,-0.10508334894174942,-0.05419254658385095,0.06190468783216926,0.1243614942927699,0.2857142857142858,1.116048701776525,8.965234656281506,LVMH
159.0,2165.0,0.0011431694186783174,0.03700627745947135,-0.23728813559322037,-0.09141258741258743,-0.05158948065672573,0.061348081742818486,0.12157174151150056,0.23684210526315796,0.6939337794052178,6.902311232141148,Marks & Spencer
162.0,2165.0,0.0011585931229482348,0.03978893761429896,-0.2976588628762542,-0.09121188757272027,-0.05555555555555558,0.06506189291794685,0.13344627978479606,0.3157894736842106,1.0657731286046288,8.381093536981757,Metro
164.0,2165.0,0.0007002245097598857,0.038742722716031935,-0.31994818652849744,-0.09816931738422709,-0.058754039123032564,0.06594928988411579,0.11832961336309337,0.1847031197584703,-0.07238267017995813,4.8195012172592975,Michelin
165.0,2165.0,0.0008427249608494346,0.03106692994820785,-0.2717391304347826,-0.0887093942054434,-0.03485758029525514,0.040000000000000036,0.12460199004975131,0.2857142857142858,1.8318014469478245,24.844197336784013,O2
169.0,2169.0,0.0016756580438595072,0.05565198015174844,-0.4,-0.1388323590953271,-0.07559665686426244,0.08555826426133582,0.17091709464416763,0.509433962264151,1.0495640776138606,11.220546317797751,Munich Re
171.0,2166.0,0.0006859695910751164,0.03677831911499852,-0.3680781758957654,-0.08393051291931852,-0.04699055565116936,0.04859462968678502,0.10998263888888875,0.565292096219931,2.1435351032602927,38.25703835804069,National Grid Elec
172.0,2165.0,0.0008346927126659286,0.03843007421437424,-0.18942731277533043,-0.11074829931972795,-0.06039900035000032,0.06374813383683142,0.12353320438426896,0.33333333333333326,0.6433592332431515,7.74575459729944,Nestle
173.0,2165.0,0.001592399560658912,0.03957169342740326,-0.6118803037070121,-0.09090909090909094,-0.05000523628747229,0.061845118291332275,0.1333333333333333,0.2881094851590733,-0.9687711609570046,32.710718328619905,Nokia
179.0,2165.0,0.0010878038888223248,0.034956189965077704,-0.160377358490566,-0.10445473684210525,-0.045264845612727186,0.055991099749088565,0.11079646017699127,0.3999999999999999,1.6061930645574045,17.93072882860276,Pearson
181.0,2165.0,0.00029087189172445394,0.031440136100069925,-0.19456457052172194,-0.07799512987012988,-0.04433218866167874,0.046217707618375535,0.09438184621570636,0.28846153846153855,0.8930305114031566,11.53505872541439,Pernod Ricard
183.0,2165.0,0.0015081540286938028,0.04069646682060553,-0.2570872707059477,-0.10733915310250015,-0.05805942705894229,0.06830399440650259,0.11855728813559323,0.3022858578246672,0.45037583126337993,5.237988159003155,Peugeot SA
185.0,2165.0,0.0005914080060109623,0.03344682227579368,-0.16666666666666663,-0.09813592233009705,-0.044876651143005694,0.050000000000000044,0.11724655819774721,0.34615384615384626,1.4962458769756288,15.61431896774329,Philips
186.0,2167.0,0.0004470948696556425,0.03336721009576593,-0.21706398996235887,-0.0815869080089263,-0.04761904761904767,0.059617532197207404,0.11465934065934086,0.2637362637362637,0.6377564979400036,6.312407620728283,Kering
188.0,2116.0,0.006744302612527738,0.12094395901359352,-0.5179576664241541,-0.12354661799816281,-0.06208589554824176,0.08274952765656501,0.14636591024486126,4.663188118429439,28.09055856771153,1049.1481513605643,Portugal Telecom
